query_id	page_id	page_title	score	daily_pvs
8	40159213	Katherine Waterston	1	6737
73	1263598	Paul Reeves	0	28
56	1255407	Induction cooking	3	1340
58	2975728	Jet 14	0	9
63	5638131	Czech declension	0.5	80
115	40937460	The Killing Field	1	35
46	39249911	Hayward (surname)	1.5	8
128	5104647	NA	0	4
46	16861181	List of Twin Peaks characters	0	1325
118	31557630	List of film series with more than twenty entries	0	121
65	28348757	List of The League episodes	0	337
128	199680	Althorp	0	2310
106	32237570	SS Noemijulia	0	5
127	8955907	Electoral history of the Constitution Party (United States)	0	9
120	47374678	Trevor Lee	2.5	502
23	1714183	NA	1.25	139
38	39466243	Outline of cuisines	1.6667	17
78	14952458	Flag semaphore	1	459
62	14952458	Flag semaphore	0.5	459
39	10799117	Fashion design	2.5	1250
13	41543697	NA	1.5	2
98	33228818	Iride Bicycles	0	10
18	2287636	Sleeping Beauty (1959 film)	0	1086
11	346133	Annihilation	3	293
73	1329175	Maybole	0	34
106	10374520	SS Court Main Office	1.5	16
21	35219485	NA	1	6
59	183301	USS John F. Kennedy (CV-67)	1	1034
119	167012	List of festivals in the United States	0	252
13	21088290	List of real-time strategy video games	2	355
130	39645531	Wii Party U	2.5	57
29	40754323	Simplify Recordings	2	9
83	10277	Ennio Morricone	1	1377
17	23291942	Madras Central Prison	0	22
85	39503913	Ché Trading	1	3
97	1583146	Coralline algae	2	85
72	29034540	My Week with Marilyn	0.5	520
17	51554351	Khivan campaign of 1873	0	7
22	44394197	NA	1	3
17	2361394	Heavy Vehicles Factory	0	81
6	3721271	Timeline of environmental history	1	78
40	8939576	Learning for Life	0.5	29
43	6596665	Adena High School	0	4
65	33119	William Gibson	0	769
91	26685	Statistics	1	3172
119	43329599	Miles from Tomorrowland	0.5	385
132	50405728	NA	0	3
53	4778050	LGBT themes in comics	0.5	102
113	1149303	Ilsa, She Wolf of the SS	0.3333	436
85	452676	Electroshock weapon	1.3333	448
83	6719158	Franco Merli	1	40
131	6015047	List of Acts of the Parliament of England, 1660–99	0.5	26
127	748633	Lewis Wetzel	2.5	41
122	665675	Trust	1.5	271
73	30296140	Mary Fergusson	3	7
117	1443917	DeBarge	1.5	762
68	44399629	NA	1	5
118	8046672	Kaoru Genji	2	6
34	13887570	Leo Buerger	1	7
107	1408014	On-off keying	0.5	110
62	24922198	Berkshire Mall (Pennsylvania)	1.5	19
63	14985304	Gothic declension	0	23
33	23793860	Your Songs	0.5	23
59	14076943	JFK Expressway	0.75	14
108	2401717	Super Bowl XLV	1	1059
97	18597983	Seaweed	2.5	857
95	9070689	Risk (2007 film)	1.5	88
120	50931810	The Helms Dynasty	1.5	57
73	214715	NA	0	2
14	23914596	R1155	0	12
62	381286	Museum of London	0	179
122	27534466	Hunter v Moss	1	19
85	30861415	Q Who	1	106
11	10152043	Annihilation: Conquest	1.5	106
119	21776492	Shanghai Disneyland Park	1	333
16	17533037	Bantu	3	72
44	4319343	November 1918 in Alsace-Lorraine	1	65
37	24479857	Algebra (singer)	0.6667	25
54	50806	White Australia policy	2.5	714
12	1362038	Quaternary ammonium cation	0	403
23	247927	Border control	1.5	110
8	28969082	Lady Rizo	0	30
133	21948540	Eva Jinek	0.5	97
59	7957	Kennedy family	1.75	3699
38	11298944	NA	1.6667	2
75	2320513	List of Mercedes-Benz vehicles	2.25	847
70	2535787	Steve McClaren	0	686
61	1632388	Roza Otunbayeva	0	63
40	23931014	Sri Venkateshwaraa Medical College Hospital and Research Centre	0.5	25
25	136897	Rockleigh, New Jersey	1.6667	34
109	411784	The Hire	0	318
49	22518807	Serena Williams career statistics	1	123
71	30861453	Malaysian Indians	0	185
82	31066255	Trönö IK	1	3
8	30265566	Vic Rapp	0	5
76	141915	Fentanyl	0.5	7006
30	731286	Use Your Illusion Tour	1.5	210
14	977047	H2S (radar)	0	42
10	31164570	Integrated Child Development Services	1	464
132	5769371	52nd Grey Cup	0	8
57	5351581	Corporate communication	0.5	278
24	501445	Cream (nightclub)	0.75	172
77	215202	64DD	1.5	320
11	485540	Mortal Kombat: Annihilation	0.5	575
104	436392	RAF Fighter Command	0	119
93	48482473	2015–16 NCAA Division I women's basketball season	3	10
37	20613703	NA	2.6667	1
25	903339	Nucleus RTOS	1.3333	115
115	11960690	Étude (instrumental)	1	11
125	22971263	NA	0	4
124	36705992	Baja Broadband	0.3333	21
18	45230258	Beauty and the Beast (2017 film)	3	7821
100	12355763	Kituu Sabb Jaantii Hai	0	21
23	788661	Case-control study	0.75	476
30	3016887	Chris Pitman	0.5	65
58	26808	Star	0	2996
5	51387	2016	0.5	1632
22	15894717	Roman Catholic Diocese of Santa Marta	1	5
9	25471166	Batman: Arkham City	0	937
49	25325941	John Epping	0	41
12	207040	First aid kit	1	709
91	17873973	Demand forecasting	1.3333	363
99	7309003	René Hall	1	16
76	239812	Temazepam	0.5	1387
92	21520433	Campus Special Investigator Hikaruon	0	8
104	17205446	Heritage Trilogy	0	15
84	26823	Simon & Garfunkel	1	2383
68	70665	Church of Sweden	0.5	237
63	2251	Accusative case	1	332
112	16697549	The Family Man (U.S. TV series)	2	34
120	8980686	OMEGA Championship Wrestling	2	152
107	29048	Single-sideband modulation	3	428
90	21293266	Gundicha Temple	2	37
73	43600083	Ferguson unrest	0	634
14	493782	Avro Lincoln	0.5	371
74	33636837	2016 European Athletics Championships	0.5	150
110	1657049	Root vegetables	0	43
76	31282410	Remimazolam	1.5	28
71	7891164	NA	3	3
69	7891164	NA	2	3
35	45434	Environmental movement	2.5	350
74	49021549	2016 Masters Champions League	1	20
72	46778592	The Secret Life of Marilyn Monroe	2	96
85	26257634	Bottin	1	8
73	19024099	Kaka Kalelkar	0	98
40	2107620	Fund of funds	2	213
93	50137317	Ruth Hamblin	0.5	11
39	559339	Tie-dye	1.5	498
21	44206318	Louis Smolka	1	152
12	92399	Impetigo	0	2811
18	1501424	Beauty salon	0	405
114	10481	Enki	0	802
81	1373357	German Instrument of Surrender	0	536
116	8349940	The Day Room (play)	1	4
63	2902262	NA	0	2
14	575735	Handley Page Halifax	0.5	513
100	12757243	Love Story (Indian TV series)	0	74
89	59644	Digital signature	0	1195
79	13592829	Forest Heights, Edmonton	0	6
86	3434750	United States	0	44489
13	1132799	Anti-Monitor	0	368
98	5343488	Bicycle and motorcycle dynamics	1.5	312
22	50722518	NA	1	1
72	2310	Arthur Miller	0.5	2161
12	6640002	NA	0	2
13	10971408	Ashes of Soma	0	6
46	31372921	Shelvin Mack	1	112
115	38850947	Texas Killing Fields (location)	1	527
8	48900373	NA	1	4
100	10518	Elie Wiesel	0	1499
49	26306839	Hingis–S. Williams rivalry	1	14
24	16009497	The Rhythm of the Night	2.5	179
117	16009497	The Rhythm of the Night	3	179
62	39531720	Listed buildings in Sheffield S11	0.5	4
2	41027869	2014 in home video	0.5	59
114	31861022	NA	0	1
77	485664	List of Nintendo 64 games	2	815
51	27298083	Neanderthal	0	3918
99	3049765	NA	1.5	2
7	3172646	Van Nest, Bronx	0	35
7	2343	Adventism	2	306
68	5802280	Lutheranism by region	1	69
14	30763305	Rudolf Frank	0.5	10
65	3770666	List of 24 episodes	0	350
120	1321259	Lee Hendrie	0	452
70	6494159	McLaren (surname)	2	9
12	878898	Oral candidiasis	0	725
127	3623220	NA	1.5	3
85	33032501	We Are Urusei Yatsura	1	6
29	7391542	Supafly	0.5	10
23	788791	Incomes policy	0.25	47
28	54408	Charlie Parker	0	1216
52	25512250	Truth table	3	721
54	17188105	Women in the California Gold Rush	1	54
108	18784650	Super Bowl XLIX	1.5	1564
97	1198399	Sargassum	0.5	305
58	15608128	Ibanez Jet King	0	35
78	649542	Pennant (commissioning)	1	42
98	183351	Penny-farthing	0.5	639
110	1421709	Heart of palm	0	1367
90	4933968	Jagannath Temple, Puri	3	1373
80	1108305	1996 African Cup of Nations	0	75
126	43174226	Wedding Day	0	24
43	27511123	Frankfort Community High School	0.5	4
72	31869269	White dress of Marilyn Monroe	1.5	118
73	125270	Sarah, Duchess of York	0.5	3349
84	32459095	So Long, Frank Lloyd Wright	1	48
46	40913242	2013–14 Utah Jazz season	1	17
52	286774	Elite (video game)	0	410
45	43356	Tiger Woods	1.5	5998
115	420922	Haing S. Ngor	1.5	235
82	45418213	NA	0.5	5
116	1528753	All the Pretty Horses (novel)	0	482
132	772452	Ivor Wynne Stadium	0	52
21	26331495	Mikey Gomez	1	9
77	887144	Superman (1999 video game)	1	191
30	2894188	Nightrain	1.5	118
128	43373	Clint Eastwood	0	12679
85	8456558	NA	0	1
99	49728573	NA	1	2
4	5753200	1977–78 in Scottish football	3	9
104	2460018	Seal of West Virginia	0	36
65	45148531	List of Bar Rescue episodes	0	421
74	46391385	2016 Masters (snooker)	0.5	24
86	993655	Asif Ali Zardari	0	802
26	518521	Queer Nation	0	43
44	1018943	German Revolution of 1918–19	2	2
91	4822234	Mathematical and quantitative methods (economics)	1.6667	34
120	22159765	2003 in British television	0	21
91	16640384	Quantitative parasitology	1.3333	17
80	33687938	Africa U-20 Cup of Nations	0	40
86	125315	Lahore	0	2228
46	16624004	Darrius Heyward-Bey	0	213
92	4663687	Yūko Gotō	0.5	33
65	158088	Firefly (TV series)	0	2475
47	47729033	Catwoman in other media	1	176
82	756107	Geno Auriemma	0	141
106	436621	33rd Waffen Grenadier Division of the SS Charlemagne (1st French)	1.5	225
117	15927696	Rhythm of My Heart	0	62
28	46528064	List of Chinese films of 2016	0	187
124	321943	Sky UK	0.3333	587
64	710383	List of hospitals in Greece	0	27
38	12679286	Egyptian influence in popular culture	2	35
31	27038	Lists of science fiction films	1	387
40	305567	Royalty payment	2	484
106	27040	Schutzstaffel	3	4924
131	3127024	Trade unions in the United Kingdom	0.5	104
109	272802	John Ritter	0	7420
57	788900	Economic power	1.25	52
103	173299	Panopticon	0.3333	958
121	15670343	The Detective (1968 film)	0.5	134
90	33113842	Jagannath Temple, Baripada	1	17
91	33589680	Mathematical finance	2	381
18	26708401	The Price of Beauty	0	17
105	362930	Diacetyl	1.5	289
31	1444275	Uwe Boll	0	679
123	2369972	Anti-Tom literature	2	47
95	1673653	Rajdeep Sardesai	0	460
32	12372406	List of awards and nominations received by Grey's Anatomy	2.5	52
102	2755657	List of anti-war films	1	2
2	18065848	Whip It (film)	0	290
125	128387	Sperry Corporation	0	179
78	22759867	List of flags of the Royal Thai Armed Forces	1.5	8
11	305596	Total Annihilation	0.5	213
111	13257149	Death Times Three	1	6
41	24529342	Super Bit Mapping	0	26
97	25520575	Xylomannan	1	3
102	4439115	Robert Rodat	0.5	62
5	16017429	Virat Kohli	1.5	11104
15	1034696	Terminal High Altitude Area Defense	1.5	1240
100	29960651	List of Top Gear (U.S. TV series) episodes	0	235
106	33186	Waffen-SS	2	3148
62	698830	Street light	1.5	470
98	4494721	NA	0	4
63	1362385	Romanian grammar	0.6667	81
103	24988116	Youth incarceration in the United States	1.6667	65
26	682454	Mensch	0	491
2	27097	Star Trek: First Contact	0.5	641
89	12265948	International breastfeeding symbol	0.5	16
76	22951352	Benzodiazepine use disorder	0	36
42	30091742	NA	2	3
63	25176543	Latins (Italic tribe)	0	179
62	10586592	Greenwood Park Mall	0	24
18	68065	John Barrymore	0	879
3	870882	10mm Auto	0.5	889
40	28232164	Institute and Faculty of Actuaries	0.5	38
98	37562853	Bicycle law	1.5	19
119	38357478	Tomorrowland (film)	3	1293
6	4873297	List of timelines	0.5	311
77	20482536	Spider-Man (2000 video game)	1	294
4	1237153	John Wark	0.5	123
73	32369132	Lady Jaye Breyer P-Orridge	0	87
54	1690093	History of Chinese immigration to Canada	1	2
100	11241966	SAB TV	0	508
57	2371518	Regulatory economics	1.5	93
53	92656	Same-sex marriage	0.5	4207
43	2099698	Frankfurt International School	0.5	24
101	14748147	Sanilac Shores Underwater Preserve	1.5	5
2	9112052	Babes in Arms (film)	1	77
92	792318	Norio Wakamoto	1	102
57	31123961	Capital market imperfections	1.5	15
10	48916986	Auxiliary nurse midwife	0.5	121
26	812799	Glossary of Nazi Germany	0	346
104	4205653	List of Latin phrases (full)	2	1735
133	1673728	Herman Brusselmans	0	20
26	55040	Reconstruction Era	0	3077
106	1141250	Ordnungspolizei	1	231
79	11741699	Grandview Heights, Edmonton	0	8
27	526853	List of rulers of Provence	1	39
18	36243974	Beauty and a Beat	0	159
90	20936449	NA	2.5	5
45	592392	Phil Mickelson	1.5	945
77	1788428	Indiana Jones and the Infernal Machine	1	114
19	8489486	Brighton Dome	0.5	53
112	33737234	The Smith Family (TV series)	2	59
3	207379	Magnetic stripe card	0.5	541
27	3680788	NA	0.5	4
12	92693	Common cold	0	1497
52	27159	Sherlock Holmes	0	5147
54	213219	History of Chinese immigration to Canada	1.5	74
53	23472665	LGBT rights in communism	0	131
3	19712538	Pontiac Firebird (third generation)	1	535
27	1526299	Constance of Arles	1.5	67
79	25594397	Morris George Cornell Vaagenes	0	3
132	3672606	James P. McCaffrey Trophy	0.5	4
4	5940997	Scotland women's national football team	0.5	306
82	41126432	Tsukasa Fushimi	0	112
73	952865	Chris Ferguson	0	125
62	68130	Badlands (film)	0	519
130	38308387	List of Virtual Console games for Wii U (North America)	1.5	568
30	4442660	Since I Don't Have You	0.5	140
103	247558	Spork	0	218
2	5958182	Babe (Styx song)	0.5	107
107	166439	Pulse-position modulation	0.5	150
55	1305273	North End, Halifax	1.6667	37
128	10793	Cinema of the United Kingdom	0	214
8	32734807	Blackbird (2007 film)	2	15
92	30861063	Magical Play	0	19
112	22735404	Modern Family	2	6762
33	26050994	Lights (Ellie Goulding album)	1	187
25	23038510	Creston, Iowa	1.3333	53
86	43338845	NA	0	3
122	3516976	Stainsby Mill	1	12
37	34294321	Radio Music Society	2.6667	50
89	223796	Public key certificate	0.5	652
38	50953	Egyptian hieroglyphs	1	1659
78	19712569	List of Russian navy flags	2.25	29
73	28109370	William Ferguson (politician)	0	3
27	2263612	Salon-de-Provence Air Base	1.5	24
44	2427453	Hugo Haase	1	15
107	2586611	Amplitude-companded single-sideband modulation	2.5	4
13	188580	Voltron	0	2239
41	1511862	Meanings of minor planet names: 11001–12000	0.5	97
30	3279430	Think About You	1	36
26	314465	George Cruikshank	0.5	90
37	34294344	NA	0.6667	2
18	76361	Snow White and the Seven Dwarfs (1937 film)	0	2136
93	23390794	Big Ten Athlete of the Year	3	15
97	2635	Agarose	1	224
104	24865358	Martin Ssempa	0	57
100	28048483	List of Top Gear test track Power Lap Times	0	394
61	25750100	NA	2	3
12	1190487	Enterovirus	0	651
12	46770777	Glued IOL	0	15
98	22743642	Gone Fishing (album)	0	13
110	11471451	Phomopsis asparagi	0.5	4
65	28936796	List of Arakawa Under the Bridge episodes	0	30
110	11471453	Phomopsis asparagicola	0.5	2
7	715877	List of Seventh-day Adventist hospitals	1	87
7	854624	Southern Adventist University	1	61
71	42142305	Malaysia Airlines Flight 370	3	4070
69	42142305	Malaysia Airlines Flight 370	2	4070
73	43619	Great white shark	0	2929
12	150116	Black pepper	0	1913
100	3476071	The Bottle Deposit	0	60
94	535144	Pet Sematary	0.5	1174
89	22645353	Election (TV series)	0	7
99	7932522	We Belong Together (Robert & Johnny song)	0.5	38
131	535147	Newton Abbot	0	166
122	1649262	Resulting trust	2.5	57
105	25012848	Boston cream doughnut	0	122
101	119022	Carsonville, Michigan	1.5	8
128	49584	Stanley Baldwin	0	622
10	22899315	Community-based monitoring	1	31
120	15174260	OMEGA Heavyweight Championship	2.5	48
54	1085526	Otago Gold Rush	0.5	47
87	944758	Monocentridae	2.5	9
18	133462	Beauty and the Beast (1991 film)	3	2267
9	36686457	Fly from Here (song series)	0	9
32	15329914	Jesse Williams (actor)	0	2773
49	12618364	Grand Slam (U.S. game show)	0	12
127	30320405	NA	1	1
53	526980	NA	0.5	4
99	51845	Ritchie Valens	1.5	2669
72	25137601	The Legend of Marilyn Monroe	1.5	10
85	1256073	Phasor	0	310
2	8219274	NA	0.5	3
37	45312651	Leo Genovese	0.6667	13
104	4311692	1st Infantry Regiment (United States)	0.5	90
86	12249742	List of cities by GDP	0	3
101	119023	Croswell, Michigan	1	18
95	48824771	Sarbjit (film)	1.5	612
39	9755758	Victorian decorative arts	1.5	111
35	10183	Environmental movement in the United States	1.5	178
5	50320554	List of 2016 Indian Super League season roster changes	2	16
62	27175576	Grade II listed buildings in Liverpool-L3	0.5	6
126	35785369	NA	0	5
84	21940890	Fakin' It (Simon & Garfunkel song)	1	27
120	841498	List of GFW X Division Champions	1.5	413
115	1624783	Swimming to Cambodia	2	100
9	3426975	One (Creed song)	1	19
13	1231520	Digital Ash in a Digital Urn	0	51
114	32046750	2011 Missouri River Flood	0	40
63	8646	NA	1	2
10	16387185	Anganwadi	3	632
4	40577704	List of Scotland national football team captains	1	18
121	38422054	True Detective	3	3
116	24677037	Point Omega	1	35
110	125616	List of vegetables	1.5	2578
89	10644145	Unsigned highway	1	27
95	38669427	Ungli	1.5	274
63	7285429	Archaic Dutch declension	0	19
55	731832	Halifax, Nova Scotia	2.6667	1706
86	2745	Azad Kashmir	0	1485
58	617147	Lockheed Hudson	0	340
36	7137983	Enzyme catalysis	0.6667	225
11	2373408	Annihilation of the Wicked	0.5	54
124	22121155	United Internet	1.3333	76
73	41159364	Household of King George V and Queen Mary	0	19
36	1565963	IC50	0.3333	375
124	30796487	Broadband Commission for Sustainable Development	0	8
129	543433	A League of Their Own	3	1327
86	19147	Marshall Islands	0	2695
120	34015948	CWF Mid-Atlantic	2.5	43
119	48675950	Nervo (DJs)	0	229
109	641742	Charles Napier (actor)	0	428
107	17928653	Time-hopping	0	17
93	912080	William M. Branham	0	545
123	2183630	A Key to Uncle Tom's Cabin	2	42
42	31976150	NA	2	4
91	18967255	Mathematical economics	1	326
124	44594980	Origin Broadband	0.6667	78
91	82200	QA	1	40
48	5052197	Elton John	0	6823
33	5052197	Elton John	2.5	6823
133	21432947	Religion in the Outer Hebrides	0	26
13	49452017	List of games with Vulkan support	2	324
132	4478758	86th Grey Cup	1	17
29	36924135	Imagination (Curtis Fuller album)	1	6
92	1059964	Kaori Mizuhashi	0.5	73
43	39504618	NA	1.5	2
21	27978475	Sean McCorkle	1	59
61	3173101	Human rights in Kyrgyzstan	1.5	13
121	4123375	Fort Macomb	1.5	46
43	10992	Frankfurt	1	2636
33	27609842	Gnomeo & Juliet	1	609
92	14756597	Moegaku	0	6
112	3042039	Keep It in the Family (U.S. game show)	2	4
53	477944	Timeline of LGBT history	1	521
59	1960697	NA	0	6
63	51962	Vulgar Latin	1.3333	825
96	32427135	The Flowers of War	0.5	678
57	191230	Corporate propaganda	0.5	43
39	68351	Pattern	2.5	532
19	617218	Brighton, Victoria	0	89
83	9120515	The Taste of TG	0	7
92	32369413	R-15 (novel series)	0	77
23	658183	Process control	1.25	374
115	49303065	Killing Fields (TV series)	2.5	127
77	5064492	South Park (video game)	1	140
47	41923031	NA	1	2
108	2145410	List of Super Bowl champions	1.5	6276
78	2935569	Green Ensign	1.75	24
44	2763538	Otto Rühle	1	28
124	14469908	Rural Internet	0	29
56	584469	Kitchen stove	0.5	355
56	764694	Casserole	1	597
97	7058342	Schmitzia hiscockiana	1.5	6
5	48909080	Lallianzuala Chhangte	1.5	33
77	453401	Rumble Pak	1.5	109
67	2410287	NA	2	3
6	3985400	Kot Diji	0	72
74	6723885	Masters athletics	0.5	103
43	32652421	Jay McCreary	0	3
132	13879088	Jimmy Webb (American football)	0.5	7
12	18959138	Antarctica	0	5406
17	5376804	Santhome	0	71
93	47983398	2016 WNBA draft	3	39
103	17313740	Self-managed social centers in Italy	0	9
14	289578	Avro Shackleton	0.5	347
25	1018668	Creston	1.6667	12
21	16632622	Werewolf (Buffy the Vampire Slayer)	0	10
79	1008093	Siena Heights University	0	73
95	23796429	Greka Energy	1.5	23
50	9997029	Kwadril	2	9
130	34521566	NA	1.5	5
7	7043340	Seventh-day Adventist theology	2	275
104	44955200	Semper Fi Fund	1	20
68	13847481	Augustana Catholic Church	0.5	22
100	36358972	Comedians in Cars Getting Coffee	0	858
19	101181	Royal Pavilion	1	542
46	36531009	2012–13 Utah Jazz season	1	18
2	1657667	List of Playboy videos	0.5	197
129	1116998	Emmy Rossum	0	6093
32	12823367	Art Heist	2.5	20
58	52040	Oldsmobile	0.5	1371
98	805705	Zoobomb	0	19
125	26335031	NA	0	2
102	12561228	Merderet	1	38
9	3345229	Paint It Black (band)	1	25
84	29117263	The Collection: Simon & Garfunkel	1	8
93	232273	Connecticut Sun	3	155
110	1846098	Stem vegetables	3	66
131	28189155	Nantwich Workhouse	0	6
28	24685398	S. J. Rozan	0.5	17
115	510807	Sydney Schanberg	2.5	113
82	29625178	2011 Djurgårdens IF season	1	2
133	2493275	Raemon Sluiter	0	23
80	8686428	Football at the African Games	0	25
34	1081829	Thromboangiitis obliterans	0	553
99	11099419	Just Another Band from East L.A. – A Collection	0	17
21	1321828	Catfight	0	125
32	7687013	Meredith Grey	3	1872
75	854888	Mercedes-AMG	0.75	1960
115	84841	Choeung Ek	2.5	173
94	7250407	Do You Remember Rock 'n' Roll Radio?	1.5	37
87	985964	Stephen Yan	0	50
128	1854318	Danny Alexander	0	83
29	682863	Mousse T.	1	51
100	1105043	Hepatic encephalopathy	0	1025
25	46541685	NA	0	3
72	19318	Marilyn Monroe	2.5	13428
16	10013559	Bantus (Somalia)	2.5	84
82	31058808	NA	1	4
73	34958203	Mary Bruce, Countess of Elgin	0	8
117	21605249	NA	3	1
3	19331	Moon	0	9018
21	38382468	Infinity (comic book)	0	193
113	1723270	Women in prison film	1.6667	221
128	232328	Robert Gascoyne-Cecil, 3rd Marquess of Salisbury	0.5	343
125	11914121	Rand Paul	0	1293
81	764810	Waco siege	0	4555
83	19324055	Babalon A.D. (So Glad for the Madness)	0.5	14
92	1182606	Daisuke Gōri	0.5	58
3	40530413	NA	1	2
50	1633168	Compas	1	103
131	1452948	History of Coventry	0	57
35	89844	List of environmental issues	1	1039
93	47319958	NA	3	3
73	31075223	Mary Catherine Ferguson	1	3
49	21526340	Grand Slam Tennis	2	45
83	24642031	The Human Centipede (First Sequence)	0.5	1969
100	47041436	Sarkar Sahab	0	15
80	1108893	Fed Cup	0	125
3	43935	Micrometer	0	1033
105	2663002	Rugelach	0.5	305
128	33265	Winston Churchill	0	13575
13	2640809	Thorne–Hawking–Preskill bet	0	86
42	3730346	NA	1	3
114	3582891	Cannery Row (novel)	0	256
45	1575852	NA	2.5	3
78	2568690	List of Australian flags	1	184
91	272882	Qualitative marketing research	1.3333	57
21	26182584	Fedor Emelianenko	1	2215
56	42477385	NA	0	1
71	44633017	Timeline of Malaysia Airlines Flight 370	3	33
69	44633017	Timeline of Malaysia Airlines Flight 370	1.5	33
125	45472927	NA	0	3
5	42044350	2015 Indonesia Super League	0	42
90	3772917	Jagannath Temple, Ranchi	0.5	36
44	40053696	Emil Eichhorn	1	19
85	8408001	NA	0	3
120	2337730	List of Pro Wrestling Guerrilla employees	2	147
5	45231044	Vishal Kaith	2	40
38	10331	Ancient Egyptian religion	0.3333	1114
128	31717	United Kingdom	0	21492
9	43975	Yes (band)	0.5	3358
44	142280	German Confederation	1.5	864
90	1182665	Ratha Yatra (Puri)	2.5	139
97	30698444	Nemalion	1.5	9
87	2264013	Flowerhorn cichlid	1	742
103	50228176	Maxwell House Haggadah	0	18
9	4194808	Nas discography	2.5	414
79	3544910	River Heights, Winnipeg	0	12
92	29289430	Megane na Kanojo	0	11
6	52184	20th century BC	0	133
5	1305563	ISL	0.5	39
82	32050140	Dorothy Little Happy	2	10
58	5213152	Jetfighter (series)	0	15
56	251061	Glass-ceramic	1	168
122	3951586	List of Statutory Instruments of the United Kingdom, 1994	1.5	9
66	19270628	Adem Ljajić	2.5	415
118	175270	Hikaru Genji	2.5	72
42	11684840	NA	0	1
12	478185	Disinfectant	2	616
128	33954	William Ewart Gladstone	0	780
64	36625575	List of hospitals in Armenia	0	10
94	3820525	Ramones (Screeching Weasel album)	2	18
39	4368822	1700–50 in Western fashion	2	173
39	183280	Neoclassicism	1	988
5	961522	2016 Summer Olympics	0.5	5674
3	2927603	6.5×52mm Carcano	1	174
103	3607540	Qincheng Prison	0	74
19	41159669	NA	2	1
18	42724343	Beauty & the Beast (season 2)	2	159
30	30862330	Estranged (song)	0.5	139
129	49007612	33rd AVN Awards	0	1209
6	17255423	Timeline of ancient history	1.5	886
22	1698816	Antonio Fernandez Carvajal	2.5	12
111	2395137	Surrender of Japan	0	1366
81	2395137	Surrender of Japan	0	1366
84	6777367	Homeward Bound (song)	1	115
56	43674629	List of cooking appliances	1	209
116	1341271	Mao II	1	62
36	40002050	Ligation (molecular biology)	0.3333	102
79	16264207	Warren Consolidated Schools	0	19
23	420881	California Air Resources Board	0.5	173
59	371730	NA	0.25	5
68	44395539	NA	1	3
44	11284	Freikorps	0	599
28	236718	List of American novelists	1	115
8	26668056	Crispin Whittell	0	6
87	4525090	A Portable Model Of...	0	10
28	3017764	Anthony Awards	1.5	28
130	37784613	Off-TV Play	2.5	73
7	715814	List of Seventh-day Adventist colleges and universities	1	145
51	6712361	Tegula funebralis	0.5	20
131	32689330	Unemployment in the United Kingdom	1	87
115	2737539	The Killing Fields film.jpg	3	3
116	1166383	White Noise (novel)	1	288
122	3951664	NA	1	8
73	864776	Will Ferguson	0	29
92	7539762	Chiaki Takahashi (actress)	1	37
83	1952819	La ricotta	0	12
59	42150967	Ramada Plaza JFK Hotel	0.75	24
82	35523640	Windows RT	0	465
30	50015289	Not in This Lifetime... Tour	1.5	1919
88	27651130	NA	1.5	2
11	44093	Electroconvulsive therapy	1	1331
96	13755981	Nanjing Massacre Memorial Hall	2	64
124	3329087	Virgin Media	0	583
19	33090780	Old Steine	0.5	27
121	298049	Case Closed	0.5	1443
106	1969218	13th Waffen Mountain Division of the SS Handschar (1st Croatian)	1.5	454
104	17435717	A Girl in Every Port (1928 film)	0	16
108	27718	Super Bowl	2	3458
56	23424071	Resonant inductive coupling	0	258
94	1477705	Richie Ramone	2	302
39	27725447	Apple Inc. design motifs	1	52
2	1846352	2003 in home video	1	55
48	11955	George H. W. Bush	0	7291
90	31706196	NA	1	7
2	142421	Babe (film)	3	1054
80	4886731	Women's Rugby World Cup	0.5	2912
74	24399455	USA Outdoor Track and Field Championships	0.5	71
51	191577	Wellington boot	0	474
70	19548	Marshall McLuhan	0	990
14	543837	Avro Anson	0.5	236
112	35329893	Kids' Choice Award for Favorite TV Show	0.5	21
53	922128	Anglican Communion Network	0	7
12	19688546	Carbolic soap	1	149
104	2567267	Semper	1	36
62	16583780	Charles Jones (architect)	0.5	4
55	1616997	South End, Halifax	1	11
6	35942	3rd millennium BC	2	255
6	35943	4th millennium BC	2	346
6	35944	5th millennium BC	0.5	210
80	11370	FIFA World Cup	0	5006
86	16641132	Raza Rabbani	0	152
98	1092718	1890s in Western fashion	0	110
41	19567	Microscopy	1.5	632
3	4015299	Nominal Pipe Size	1	1768
110	175217	Rhizome	0	649
36	204420	Saliva	0.3333	766
111	37432435	Blue Bloods (season 3)	0.5	252
78	5926579	Reichskriegsflagge	1.5	357
124	24423543	National broadband plan	0.3333	39
31	21777199	Existence (The X-Files)	0	94
79	111124	Glendale Heights, Illinois	0	60
132	10579068	Ben Williams (American football, born 1954)	0	5
117	11701374	Child of the Sun (album)	0	11
83	6147199	Dante Alighieri and the Divine Comedy in popular culture	1.5	99
106	8236160	List of Knight's Cross of the Iron Cross recipients (Ha–Hm)	0.5	55
35	8850562	Fiscal environmentalism	2	11
3	203875	Orders of magnitude (mass)	0	396
2	8277124	Televised sex line	0	136
88	25235037	Polypodium appalachianum	1	3
53	36310150	Homosexualities: A Study of Diversity Among Men and Women	1	19
84	461959	The Sound of Silence	1	2223
94	14830728	R.A.M.O.N.E.S.	1.5	38
65	31870089	List of Suits episodes	0	7357
